"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"GOTERM_BP_DIRECT","negative regulation of cell migration","4","53","193","19512","1.48e-2","2.46e-1","7.63","1.00e+0","2.36e-1","1.86e-3","CDH1,SRF,NF2,VCL"
"GOTERM_BP_DIRECT","positive regulation of wound healing, spreading of epidermal cells","2","53","6","19512","1.59e-2","2.49e-1","122.72","1.00e+0","2.38e-1","1.08e-4","FERMT1,FERMT2"
"GOTERM_BP_DIRECT","cell-substrate junction assembly","2","53","6","19512","1.59e-2","2.49e-1","122.72","1.00e+0","2.38e-1","1.08e-4","ITGA6,TLN1"
"GOTERM_BP_DIRECT","bundle of His cell-Purkinje myocyte adhesion involved in cell communication","2","53","6","19512","1.59e-2","2.49e-1","122.72","1.00e+0","2.38e-1","1.08e-4","DSG2,DSC2"
"GOTERM_BP_DIRECT","regulation of cell population proliferation","4","53","204","19512","1.71e-2","2.62e-1","7.22","1.00e+0","2.51e-1","2.28e-3","YAP1,COL18A1,NF2,SAV1"
"GOTERM_BP_DIRECT","hippocampus development","3","53","76","19512","1.75e-2","2.63e-1","14.53","1.00e+0","2.52e-1","1.16e-3","SRF,NF2,CRK"
"GOTERM_BP_DIRECT","regulation of hippo signaling","2","53","7","19512","1.85e-2","2.73e-1","105.19","1.00e+0","2.62e-1","1.51e-4","WWC1,NF2"
"GOTERM_BP_DIRECT","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","4","53","217","19512","2.01e-2","2.79e-1","6.79","1.00e+0","2.68e-1","2.85e-3","ITGB1,C1QBP,RAC1,FERMT2"
"GOTERM_BP_DIRECT","wound healing","3","53","82","19512","2.02e-2","2.79e-1","13.47","1.00e+0","2.68e-1","1.44e-3","YAP1,SDC4,SRF"
"GOTERM_BP_DIRECT","protein localization to nuclear envelope","2","53","8","19512","2.11e-2","2.79e-1","92.04","1.00e+0","2.68e-1","2.01e-4","LMNB2,LMNB1"
"GOTERM_BP_DIRECT","positive regulation of skeletal muscle acetylcholine-gated channel clustering","2","53","8","19512","2.11e-2","2.79e-1","92.04","1.00e+0","2.68e-1","2.01e-4","RAC1,CRK"
"GOTERM_BP_DIRECT","apical junction assembly","2","53","8","19512","2.11e-2","2.79e-1","92.04","1.00e+0","2.68e-1","2.01e-4","RHOA,VCL"
